"r","y","value"
"ia",2002,3934.20683944005
"ks",2002,2048.70570952813
"ky",2002,1090.59821204253
"la",2002,595.76886668499
"me",2002,119.418940769819
"md",2002,315.824458304047
"ma",2002,107.715463546717
"mi",2002,963.91764582388
"mn",2002,2516.30936940584
"ms",2002,776.999251016761
"mo",2002,1308.58429686481
"mt",2002,501.724057791563
"ne",2002,2484.5422103276
"nv",2002,57.2070332454066
"nh",2002,32.0720610945342
"nj",2002,251.510582843145
"nm",2002,288.238127222947
"ny",2002,500.601429564786
"nc",2002,1726.58524366331
"nd",2002,1617.16077191857
"oh",2002,1450.97179385966
"ok",2002,822.814676763458
"or",2002,795.691504727947
"pa",2002,703.547825569262
"ri",2002,16.0301133698614
"sc",2002,371.55505931155
"sd",2002,1197.35822987805
"tn",2002,630.322579036714
"tx",2002,2811.0425597003
"ut",2002,166.557291080423
"vt",2002,47.7144326118673
"va",2002,532.321096677211
"wa",2002,1411.30209121921
"wv",2002,56.3024933602987
"wi",2002,991.581665618356
"wy",2002,135.937325819627
"al",2003,721.449149188415
"ak",2003,8.27359402566551
"az",2003,552.783032955384
"ar",2003,1802.03573423107
"ca",2003,7850.84263995229
"co",2003,873.125385061721
"ct",2003,130.722427674313
"de",2003,120.766870968915
"fl",2003,1882.39968236774
"ga",2003,1332.24195198982
"hi",2003,159.457636559129
"id",2003,719.762688653879
"il",2003,3728.68833144232
"in",2003,1851.18188544814
"ia",2003,4350.4471124644
"ks",2003,2266.66629023166
"ky",2003,1150.09984141347
"la",2003,791.407308997254
"me",2003,118.902047340062
"md",2003,280.005617917519
"ma",2003,111.358827611536
"mi",2003,1103.56104032692
"mn",2003,2843.12350668216
"ms",2003,1137.07277226505
"mo",2003,1712.28208889855
"mt",2003,515.239762863141
"ne",2003,2854.42093124356
"nv",2003,59.9204264980007
"nh",2003,35.5723285836995
"nj",2003,261.857828694664
"nm",2003,316.811687973715
"ny",2003,486.054024100657
"nc",2003,1836.58755135342
"nd",2003,1681.33198237698
"oh",2003,1552.60793932804
"ok",2003,918.22767023982
"or",2003,921.187468165764
"pa",2003,731.424150717944
"ri",2003,17.8114016353009
"sc",2003,442.159000783048
"sd",2003,1390.24484144873
"tn",2003,854.781063987587
"tx",2003,3264.78902346863
"ut",2003,181.848907106687
"vt",2003,51.2884102881467
"va",2003,562.482649396749
"wa",2003,1557.43355463762
"wv",2003,61.9314914661666
"wi",2003,1089.21642097508
"wy",2003,143.089017999483
"al",2004,726.480975255257
"ak",2004,8.37567436992567
"az",2004,632.272730147271
"ar",2004,1914.97874389643
"ca",2004,8705.81856084038
"co",2004,741.162680703952
"ct",2004,135.256694431414
"de",2004,136.828745874315
"fl",2004,1877.40144197386
"ga",2004,1475.38170492448
"hi",2004,164.092161469243
"id",2004,775.385124984777
"il",2004,3772.33952747856
"in",2004,2227.09455336419
"ia",2004,4246.47497219968
"ks",2004,1905.95203784876
"ky",2004,1238.13154018836
"la",2004,797.929179415381
"me",2004,121.42451175448
"md",2004,323.771604166436
"ma",2004,117.658327839753
"mi",2004,1137.84835375612
"mn",2004,2812.00085238991
"ms",2004,1156.42618768383
"mo",2004,1743.39705708805
"mt",2004,627.554248706075
"ne",2004,2347.05890915994
"nv",2004,55.2002780661047
"nh",2004,37.4652384479508
"nj",2004,267.316766185739
"nm",2004,318.327638075219
"ny",2004,541.869942026057
"nc",2004,2164.51920010072
"nd",2004,1712.53311957774
"oh",2004,1698.72135691154
"ok",2004,956.035181528943
"or",2004,996.676777575526
"pa",2004,861.128322199269
"ri",2004,18.9708734094079
"sc",2004,503.5799616887
"sd",2004,1323.78613477612
"tn",2004,754.442193061983
"tx",2004,3568.11499099405
"ut",2004,174.536020436037
"vt",2004,55.4104900807454
"va",2004,591.507109367797
"wa",2004,1650.46720241892
"wv",2004,56.2965315607875
"wi",2004,1128.79752845372
"wy",2004,106.707041146087
"al",2005,774.465544365255
"ak",2005,9.76895744402637
"az",2005,663.653577312774
"ar",2005,1939.90512800521
"ca",2005,9683.05148779622
"co",2005,831.502538704391
"ct",2005,153.218108360644
"de",2005,140.951853155975
"fl",2005,2095.04407005709
"ga",2005,1480.04468659908
"hi",2005,185.836292587729
"id",2005,821.568135094495
"il",2005,3694.2123615015
"in",2005,1902.52772692117
"ia",2005,4402.28361512738
"ks",2005,2205.793557629
"ky",2005,1295.41853745065
"la",2005,777.969171998994
"me",2005,129.669278970928
"md",2005,315.896406987654
"ma",2005,121.275958459027
"mi",2005,1148.25971476113
"mn",2005,2721.18241771934
"ms",2005,1086.19783577939
"mo",2005,1696.00723505772
"mt",2005,637.123353627186
"ne",2005,2492.17125209941
"nv",2005,63.4698473778801
"nh",2005,38.3747359190969
"nj",2005,291.539535921942
"nm",2005,369.160494537714
"ny",2005,579.952458512772
"nc",2005,2099.2956439605
"nd",2005,1650.82891225893
"oh",2005,1659.33869578967
"ok",2005,1001.13960634821
"or",2005,1010.64190480467
"pa",2005,857.468784980849
"ri",2005,19.6702236202563
"sc",2005,479.588241652699
"sd",2005,1423.41180151818
"tn",2005,780.155769503568
"tx",2005,3649.24674773089
"ut",2005,203.06991225134
"vt",2005,60.0579876083248
"va",2005,574.664309382986
"wa",2005,1613.67176088875
"wv",2005,63.6420932843754
"wi",2005,1171.05317627991
"wy",2005,111.429552293111
"al",2006,698.622596469128
"ak",2006,9.47692280686332
"az",2006,706.173666489467
"ar",2006,2051.71555146336
"ca",2006,10354.4118327543
"co",2006,967.889422002927
"ct",2006,160.747419409594
"de",2006,137.775203004118
"fl",2006,2276.18134773324
"ga",2006,1514.21500403523
"hi",2006,198.636577556686
"id",2006,923.520614391963
"il",2006,4085.54087067912
"in",2006,2397.40387392929
"ia",2006,5266.63963183378
"ks",2006,2330.04331108581
"ky",2006,1433.10076910076
"la",2006,823.223629291534
"me",2006,145.41251131856
"md",2006,336.830148208944
"ma",2006,142.71879811894
"mi",2006,1433.67319344985
"mn",2006,3512.36457083223
"ms",2006,1144.53511825031
"mo",2006,1859.98834873809
"mt",2006,666.495284292566
"ne",2006,3077.38333958683
"nv",2006,77.5561908549687
"nh",2006,42.6431102161061
"nj",2006,335.982742364843
"nm",2006,397.263398437104
"ny",2006,672.930521428098
"nc",2006,2364.41441557288
"nd",2006,1912.47463479586
"oh",2006,1940.67930449382
"ok",2006,903.764901600872
"or",2006,1236.39580208972
"pa",2006,951.981458224463
"ri",2006,21.5181734675088
"sc",2006,543.340610070532
"sd",2006,1441.88028223866
"tn",2006,846.283464244517
"tx",2006,4130.2483280272
"ut",2006,225.747815302972
"vt",2006,67.0307909091027
"va",2006,619.99549310466
"wa",2006,1841.19388665055
"wv",2006,67.3687644460929
"wi",2006,1515.62156291869
"wy",2006,131.356791707272
"al",2007,842.331026007465
"ak",2007,10.2000342959639
"az",2007,843.915010802117
"ar",2007,2605.99057502796
"ca",2007,11564.4858177625
"co",2007,1286.90189923939
"ct",2007,193.816535592847
"de",2007,187.256783420164
"fl",2007,2608.41600276585
"ga",2007,1910.75720282886
"hi",2007,211.289925953773
"id",2007,1216.0087498552
"il",2007,5847.4311391872
"in",2007,3245.03464701637
"ia",2007,6830.95092701379
"ks",2007,3394.36315387497
"ky",2007,1675.98617267744
"la",2007,1132.389611628
"me",2007,165.303351709216
"md",2007,426.78740093697
"ma",2007,170.300511359632
"mi",2007,1827.06335266788
"mn",2007,4454.36775505881
"ms",2007,1461.04066141699
"mo",2007,2588.3611739914
"mt",2007,943.744506345697
"ne",2007,4181.6745014823
"nv",2007,83.9792467802524
"nh",2007,51.8960331750074
"nj",2007,396.876836219435
"nm",2007,489.72304679613
"ny",2007,870.861890672547
"nc",2007,2668.55758570688
"nd",2007,3063.02361471382
"oh",2007,2441.45496952855
"ok",2007,1205.76352036864
"or",2007,1428.26742956498
"pa",2007,1195.35457034642
"ri",2007,23.0971548127883
"sc",2007,590.860631721186
"sd",2007,2190.79924389694
"tn",2007,988.659292085346
"tx",2007,4927.68818527284
"ut",2007,264.384607120531
"vt",2007,89.1848169340739
"va",2007,733.551761931627
"wa",2007,2401.3715526555
"wv",2007,79.3382718827555
"wi",2007,1818.15273182173
"wy",2007,151.347576073233
"al",2008,1052.43742698805
"ak",2008,10.552755890726
"az",2008,1014.23342860144
"ar",2008,3510.52993966282
"ca",2008,14015.0541007932
"co",2008,1474.73672585884
"ct",2008,193.995643798912
"de",2008,239.806745689413
"fl",2008,2804.38041798033
"ga",2008,2287.04524667432
"hi",2008,257.511793110968
"id",2008,1482.61009783824
"il",2008,7615.03671613553
"in",2008,4386.53670765204
"ia",2008,9842.6158250703
"ks",2008,4149.99248818035
"ky",2008,1403.81177304166
"la",2008,1308.93562173618
"me",2008,195.122908141173
"md",2008,530.685621030698
"ma",2008,210.049989231119
"mi",2008,2317.23900173902
"mn",2008,6666.53566282406
"ms",2008,1798.23613715171
"mo",2008,3560.50351597529
"mt",2008,1124.50770305652
"ne",2008,5466.36554947397
"nv",2008,102.140615329323
"nh",2008,65.4598794626825
"nj",2008,381.969675830389
"nm",2008,536.103855613616
"ny",2008,1203.34918932534
"nc",2008,3323.78753856977
"nd",2008,4012.30965974783
"oh",2008,3398.2898006784
"ok",2008,1716.31282606375
"or",2008,1488.58441661209
"pa",2008,1518.66535600452
"ri",2008,30.1508788359275
"sc",2008,719.478509491407
"sd",2008,3549.06086326244
"tn",2008,1090.81810112836
"tx",2008,6044.54935966416
"ut",2008,305.573362650635
"vt",2008,136.178326204411
"va",2008,873.467786572652
"wa",2008,2676.64579240318
"wv",2008,105.414386115441
"wi",2008,2346.86049712046
"wy",2008,201.721779986372
"al",2009,1043.09604026184
"ak",2009,10.2990935078444
"az",2009,850.673676752147
"ar",2009,2861.81493121091
"ca",2009,13460.2843459146
"co",2009,1232.1932698381
"ct",2009,187.863094810538
"de",2009,230.919410365569
"fl",2009,2565.25257128234
"ga",2009,2105.70101047842
"hi",2009,274.845684660343
"id",2009,1159.7326426612
"il",2009,6660.73463346095
"in",2009,3783.82502758547
"ia",2009,8329.29570876793
"ks",2009,3563.04423027029
"ky",2009,1361.65054070208
"la",2009,1179.07963368034
"me",2009,183.475979314942
"md",2009,514.169886941661
"ma",2009,178.680625236538
"mi",2009,1886.74889155959
"mn",2009,5109.48918590087
"ms",2009,1600.61075589675
"mo",2009,2944.02274455676
"mt",2009,812.481931291968
"ne",2009,4989.47473139635
"nv",2009,97.6564118825156
"nh",2009,59.1227311759422
"nj",2009,364.880187429588
"nm",2009,488.622268211005
"ny",2009,991.351411696864
"nc",2009,3062.71561244755
"nd",2009,2954.46225992911
"oh",2009,2832.9019231982
"ok",2009,1104.3268721015
"or",2009,1254.23149988829
"pa",2009,1299.23786414272
"ri",2009,28.7194928876256
"sc",2009,702.97222459029
"sd",2009,2874.13815650012
"tn",2009,1141.79185196561
"tx",2009,4499.26362648056
"ut",2009,251.139615681754
"vt",2009,108.787388695151
"va",2009,798.242173978747
"wa",2009,2331.56413636436
"wv",2009,104.415531677407
"wi",2009,1802.2917327948
"wy",2009,206.94874797397
"al",2010,1134.82569346906
"ak",2010,11.4753531781522
"az",2010,1070.10380787171
"ar",2010,3190.11237143335
"ca",2010,15355.3994892142
"co",2010,1510.50762503185
"ct",2010,213.929151527433
"de",2010,241.466798636353
"fl",2010,2963.18106210907
"ga",2010,2587.85764359018
"hi",2010,308.292493760696
"id",2010,1488.40659042703
"il",2010,7463.88776715913
"in",2010,4298.93584074611
"ia",2010,9367.52516449644
"ks",2010,4666.64995897769
"ky",2010,1515.14845859083
"la",2010,1509.51018743876
"me",2010,236.990233857918
"md",2010,565.213826757333
"ma",2010,197.901108808067
"mi",2010,2355.15653171869
"mn",2010,6113.24032162326
"ms",2010,1784.33320306501
"mo",2010,3484.71553607279
"mt",2010,1076.50949913312
"ne",2010,5335.00121934949
"nv",2010,111.218671382442
"nh",2010,65.4131300084574
"nj",2010,399.035524307005
"nm",2010,681.930663170266
"ny",2010,1224.66225032985
"nc",2010,3391.01047123083
"nd",2010,3690.91966770707
"oh",2010,3406.8305752772
"ok",2010,1541.31919730733
"or",2010,1353.44460666856
"pa",2010,1615.34486272751
"ri",2010,31.6798320803511
"sc",2010,808.839908863003
"sd",2010,2964.25698353735
"tn",2010,1241.4315672342
"tx",2010,6324.80826026808
"ut",2010,329.919488277048
"vt",2010,139.960971914636
"va",2010,875.235649037815
"wa",2010,2800.59745815922
"wv",2010,115.167780213125
"wi",2010,2411.56021567168
"wy",2010,235.458326583287
"al",2011,1408.09338788576
"ak",2011,12.8477343936049
"az",2011,1514.75706971466
"ar",2011,3507.76467328869
"ca",2011,18197.9825025236
"co",2011,1860.71709314775
"ct",2011,238.764960839827
"de",2011,269.203444709
"fl",2011,3334.89076041024
"ga",2011,3218.09566940068
"hi",2011,363.076357998176
"id",2011,2012.54887728309
"il",2011,8594.28604198017
"in",2011,4999.07372298724
"ia",2011,10742.2740774369
"ks",2011,4649.18181833819
"ky",2011,1766.8936886033
"la",2011,1743.64188626951
"me",2011,274.855756916799
"md",2011,623.071550968066
"ma",2011,230.820422571714
"mi",2011,3001.17635116799
"mn",2011,7044.84673222023
"ms",2011,2095.32534775274
"mo",2011,4046.10798320789
"mt",2011,1713.47175936236
"ne",2011,7241.6756532036
"nv",2011,143.002237014663
"nh",2011,72.3598973136274
"nj",2011,458.850582284864
"nm",2011,783.026611541058
"ny",2011,1422.6511060421
"nc",2011,3900.41512219836
"nd",2011,4315.95368019087
"oh",2011,3601.39887117104
"ok",2011,1698.59420116049
"or",2011,1787.69681911454
"pa",2011,1826.2303891513
"ri",2011,34.625527402398
"sc",2011,977.952300048223
"sd",2011,3760.82183508598
"tn",2011,1478.63002054226
"tx",2011,6780.14527055504
"ut",2011,429.060497660337
"vt",2011,169.577416886263
"va",2011,1042.01834245444
"wa",2011,3649.54373884156
"wv",2011,135.450469898698
"wi",2011,2928.67980170139
"wy",2011,323.803937158696
"al",2012,1472.41377841495
"ak",2012,13.3413926386776
"az",2012,1335.36089982009
"ar",2012,4009.9507956841
"ca",2012,20184.3447369496
"co",2012,1722.78695337755
"ct",2012,249.60148129158
"de",2012,310.922989175566
"fl",2012,3645.43935520108
"ga",2012,3250.36763358621
"hi",2012,383.507279693508
"id",2012,2049.65574071804
"il",2012,8738.30452505011
"in",2012,5061.65157360946
"ia",2012,11553.4325335678
"ks",2012,4401.0150187634
"ky",2012,1803.16930627248
"la",2012,1931.45605022379
"me",2012,280.887136268223
"md",2012,725.472856319427
"ma",2012,218.899750569867
"mi",2012,2989.61159452789
"mn",2012,7801.5730398842
"ms",2012,2565.40987020132
"mo",2012,3879.82880335974
"mt",2012,1257.3139824821
"ne",2012,6787.51056248694
"nv",2012,135.934280943866
"nh",2012,72.8965919972783
"nj",2012,482.923843295747
"nm",2012,733.334724920571
"ny",2012,1483.70784676295
"nc",2012,4113.68276740986
"nd",2012,4422.36114132701
"oh",2012,4358.04397616739
"ok",2012,1787.05872395199
"or",2012,1792.76922947785
"pa",2012,2066.38150086481
"ri",2012,30.404112359493
"sc",2012,1027.24452722096
"sd",2012,3772.49643613626
"tn",2012,1483.32567197177
"tx",2012,5974.31599842951
"ut",2012,441.088245438775
"vt",2012,176.650184052984
"va",2012,1182.77998977689
"wa",2012,3688.71319789009
"wv",2012,158.091585145492
"wi",2012,3167.68723084887
"wy",2012,337.02955347194
"al",2013,1590.59983154698
"ak",2013,14.5308780432721
"az",2013,1435.5780407922
"ar",2013,4022.46867169396
"ca",2013,22782.1518832886
"co",2013,1641.84434646151
"ct",2013,253.186233313652
"de",2013,308.074491825682
"fl",2013,3659.01355091217
"ga",2013,3602.66955890812
"hi",2013,365.235067818745
"id",2013,2290.75679990925
"il",2013,7317.8427700268
"in",2013,4552.61938931861
"ia",2013,10345.4741144482
"ks",2013,4864.75121429979
"ky",2013,2359.00930278348
"la",2013,1849.39305933172
"me",2013,288.715239568295
"md",2013,755.189709986295
"ma",2013,206.839728930381
"mi",2013,3145.88593712252
"mn",2013,7908.90127829887
"ms",2013,2354.32877385936
"mo",2013,3924.5116199989
"mt",2013,1604.85145191367
"ne",2013,6373.86685258083
"nv",2013,145.218581616353
"nh",2013,79.4200655911041
"nj",2013,471.006788281462
"nm",2013,734.720868130473
"ny",2013,1620.41177532282
"nc",2013,4332.75535283727
"nd",2013,4523.10075772891
"oh",2013,4426.75415554962
"ok",2013,1850.27416984643
"or",2013,2009.01331837792
"pa",2013,2180.15765587505
"ri",2013,32.8469936912187
"sc",2013,1025.1299942291
"sd",2013,3723.01871767447
"tn",2013,1714.6564628612
"tx",2013,6101.76005138307
"ut",2013,481.480421299346
"vt",2013,214.37914044788
"va",2013,1217.02168570456
"wa",2013,3995.34593570063
"wv",2013,163.141681165783
"wi",2013,3108.53580828553
"wy",2013,348.483821417887
"al",2014,1513.13936687442
"ak",2014,16.8665515535103
"az",2014,1334.5091395093
"ar",2014,3624.82500083065
"ca",2014,23931.0129865039
"co",2014,1796.76042628284
"ct",2014,259.842800744946
"de",2014,322.853345630885
"fl",2014,3648.61045853518
"ga",2014,3000.4436618134
"hi",2014,366.55742763358
"id",2014,2224.26287442553
"il",2014,9836.24510127783
"in",2014,5810.43634546407
"ia",2014,11196.7124609931
"ks",2014,4627.44216336801
"ky",2014,2427.52360039353
"la",2014,1847.76750129142
"me",2014,287.759639601701
"md",2014,754.899345395
"ma",2014,182.630922494068
"mi",2014,3102.59795524962
"mn",2014,7385.73827950924
"ms",2014,2331.27819372341
"mo",2014,4342.4881674788
"mt",2014,1548.46210353743
"ne",2014,7235.40584221282
"nv",2014,176.139993579319
"nh",2014,84.6778094866531
"nj",2014,514.195506685307
"nm",2014,739.215889393587
"ny",2014,1682.55669850206
"nc",2014,4088.21315415836
"nd",2014,4898.80794223032
"oh",2014,4257.92944515592
"ok",2014,1633.30193564645
"or",2014,1991.18327985107
"pa",2014,2269.0563051586
"ri",2014,34.9808134872966
"sc",2014,880.478172883504
"sd",2014,4356.19317193332
"tn",2014,1746.41001611047
"tx",2014,6273.56428240129
"ut",2014,523.385038808652
"vt",2014,221.035638816926
"va",2014,1210.40978790992
"wa",2014,3800.21719523353
"wv",2014,169.827508405181
"wi",2014,3094.55019337392
"wy",2014,349.421558460066
"al",2015,1216.76932455677
"ak",2015,14.5186035308864
"az",2015,1283.33864332213
"ar",2015,3135.43167210078
"ca",2015,22843.9097601922
"co",2015,1650.39802476125
"ct",2015,297.25641602388
"de",2015,259.521699267243
"fl",2015,3493.79868086563
"ga",2015,2846.24571217798
"hi",2015,367.364550481381
"id",2015,1860.36306694289
"il",2015,8033.89556837883
"in",2015,4705.57429528115
"ia",2015,9987.12648165968
"ks",2015,4163.46240099395
"ky",2015,2099.70685028794
"la",2015,1565.97521940001
"me",2015,247.624894091975
"md",2015,669.884550616419
"ma",2015,209.561449612479
"mi",2015,2855.34364497558
"mn",2015,6339.20681847108
"ms",2015,1839.99729040287
"mo",2015,3610.91201164034
"mt",2015,1182.46656435808
"ne",2015,6479.31986416706
"nv",2015,135.471327203538
"nh",2015,85.7667204809894
"nj",2015,546.171150651491
"nm",2015,750.203601227514
"ny",2015,1452.76430900728
"nc",2015,3572.97573550252
"nd",2015,3816.8882688324
"oh",2015,3707.9508477507
"ok",2015,1510.80514713182
"or",2015,1869.89902409258
"pa",2015,2037.95337257881
"ri",2015,32.6366533524756
"sc",2015,808.185025651437
"sd",2015,3702.19759311098
"tn",2015,1522.34425731873
"tx",2015,5739.21687726664
"ut",2015,432.003717685153
"vt",2015,188.281470713988
"va",2015,1052.02050396754
"wa",2015,3476.94182022739
"wv",2015,143.790865276796
"wi",2015,2868.53687122704
"wy",2015,304.226781181741
"al",2016,1234.35671115681
"ak",2016,14.9183712565854
"az",2016,1312.25469591361
"ar",2016,3002.6405659893
"ca",2016,21799.4542780602
"co",2016,1597.16527301154
"ct",2016,284.042108797756
"de",2016,256.503311890125
"fl",2016,3377.79611853396
"ga",2016,2924.19463660484
"hi",2016,347.579775458231
"id",2016,1920.75155214247
"il",2016,8300.24940687397
"in",2016,4542.55862955782
"ia",2016,11006.0606903952
"ks",2016,4716.55769460469
"ky",2016,2063.52075357517
"la",2016,1334.08230068253
"me",2016,244.253599849547
"md",2016,666.702492877672
"ma",2016,199.234217950323
"mi",2016,2858.17429308849
"mn",2016,7038.22465230532
"ms",2016,1796.30135418064
"mo",2016,3553.8946878275
"mt",2016,1249.22791400925
"ne",2016,6679.111058415
"nv",2016,117.943453102288
"nh",2016,85.9639864829027
"nj",2016,552.493561308189
"nm",2016,743.118245287149
"ny",2016,1418.28384344009
"nc",2016,3379.46136044667
"nd",2016,4614.38845239117
"oh",2016,3649.66051914927
"ok",2016,1563.68041459644
"or",2016,1879.26193405053
"pa",2016,1959.45383292451
"ri",2016,31.6119492063966
"sc",2016,708.506255322971
"sd",2016,3963.29962899388
"tn",2016,1376.08647495031
"tx",2016,5784.78245843526
"ut",2016,408.780976705316
"vt",2016,186.970728983308
"va",2016,1036.18690397411
"wa",2016,3527.7147996016
"wv",2016,147.836507020097
"wi",2016,2878.61585427233
"wy",2016,294.817714346641
"al",2017,1310.18186784502
"ak",2017,16.6631458262529
"az",2017,1513.16913213886
"ar",2017,3182.44299184147
"ca",2017,22656.8323864645
"co",2017,1763.22606355681
"ct",2017,292.189249370107
"de",2017,264.510691751284
"fl",2017,3448.61007965396
"ga",2017,2852.53665481359
"hi",2017,359.769467366436
"id",2017,2002.86997140225
"il",2017,8067.39319695845
"in",2017,4755.42256890679
"ia",2017,10366.8128782448
"ks",2017,4828.68886135538
"ky",2017,2117.52968506696
"la",2017,1476.35326395176
"me",2017,251.526078563081
"md",2017,707.678146494533
"ma",2017,209.054145804681
"mi",2017,2791.93068696098
"mn",2017,6954.72924387395
"ms",2017,1979.16849296411
"mo",2017,4072.40029694382
"mt",2017,1231.40600692167
"ne",2017,6349.01571539398
"nv",2017,132.136278012898
"nh",2017,89.2077920947128
"nj",2017,574.678527969087
"nm",2017,780.368039277547
"ny",2017,1432.05949577967
"nc",2017,3662.8069703795
"nd",2017,4399.79231875013
"oh",2017,3672.47920414632
"ok",2017,1817.23967703178
"or",2017,1996.00670025257
"pa",2017,2039.95486041638
"ri",2017,35.720795794707
"sc",2017,793.04144540403
"sd",2017,3626.87945333882
"tn",2017,1515.96406327571
"tx",2017,6889.05952829886
"ut",2017,458.713774702904
"vt",2017,190.944865919963
"va",2017,1093.0691860336
"wa",2017,3675.88436060695
"wv",2017,162.248457946572
"wi",2017,2955.54153469469
"wy",2017,310.997699437139
"al",2018,1348.82953977685
"ak",2018,16.6419996450837
"az",2018,1466.73915896047
"ar",2018,3013.49794105627
"ca",2018,23304.9388290424
"co",2018,1866.26431478047
"ct",2018,276.316184930515
"de",2018,263.491474489146
"fl",2018,3146.30423282706
"ga",2018,2864.95388232411
"hi",2018,307.879408597351
"id",2018,2076.14980429566
"il",2018,8488.29125614625
"in",2018,4649.49455955921
"ia",2018,10646.869836211
"ks",2018,4881.68328607374
"ky",2018,2221.51213504063
"la",2018,1443.20981619633
"me",2018,247.237773995251
"md",2018,668.77238190238
"ma",2018,206.130995254663
"mi",2018,2826.96358250077
"mn",2018,6942.69944048886
"ms",2018,1935.60516171216
"mo",2018,3938.54502427009
"mt",2018,1196.01388317655
"ne",2018,6802.30725200411
"nv",2018,137.149161404014
"nh",2018,84.9517543876996
"nj",2018,544.277105240119
"nm",2018,751.526015623171
"ny",2018,1459.06272095934
"nc",2018,3470.39887945236
"nd",2018,4245.88757625466
"oh",2018,3682.43727354507
"ok",2018,1810.01237931709
"or",2018,2006.91762596621
"pa",2018,2056.4999450318
"ri",2018,34.4829252617521
"sc",2018,864.212429890887
"sd",2018,3560.39501700326
"tn",2018,1471.57592273574
"tx",2018,6883.24569774494
"ut",2018,430.023460897666
"vt",2018,187.329406107837
"va",2018,1094.06608025761
"wa",2018,3614.533047876
"wv",2018,160.327363935602
"wi",2018,2979.47145628578
"wy",2018,339.397599564041
"al",2019,1358.65759268766
"ak",2019,17.7267865885965
"az",2019,1737.2574951465
"ar",2019,3105.99960719828
"ca",2019,23462.9926989764
"co",2019,1865.37419932574
"ct",2019,279.982583011047
"de",2019,261.580354792118
"fl",2019,3414.0867823054
"ga",2019,2780.99267101488
"hi",2019,320.576126468401
"id",2019,2255.05714019535
"il",2019,7838.1548187014
"in",2019,4471.63981265028
"ia",2019,10008.9045842641
"ks",2019,4938.31471548535
"ky",2019,2119.0078612306
"la",2019,1483.88399648315
"me",2019,261.800610980311
"md",2019,682.227440948231
"ma",2019,212.448386351126
